id,status_id,status_nome,projeto_id,projeto_nome,tipo_id,tipo_nome,first_story_point,last_story_point,lead_time,cycle_time
NGPHD-2384,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,10,2
NGPHD-2385,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,10,2
NGPHD-2386,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,10,0.13
NGPHD-2387,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,11,1
NGPHD-2388,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,21,10
NGPHD-2389,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,8,7
NGPHD-2390,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,8,7
NGPHD-2391,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,21,15
NGPHD-2394,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,3,2
NGPHD-2395,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,3,1
NGPHD-2396,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,10,0
NGPHD-2397,10008,Done,NGPHD,Operações e Controles,10200,Story,0,2,111,11
NGPHD-2398,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,9,2
NGPHD-2399,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,9,1
NGPHD-2400,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,9,2
NGPHD-2401,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,9,1
NGPHD-2402,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,20,11
NGPHD-2405,10008,Done,NGPHD,Operações e Controles,10201,Bug,NULL,NULL,0,0
NGPHD-2410,10008,Done,NGPHD,Operações e Controles,10201,Bug,NULL,NULL,0,0
NGPHD-2420,10008,Done,NGPHD,Operações e Controles,10201,Bug,NULL,NULL,0,0
NGPHD-2421,10008,Done,NGPHD,Operações e Controles,10200,Story,3,3,14,10
NGPHD-2422,10008,Done,NGPHD,Operações e Controles,10201,Bug,NULL,NULL,0,0
NGPHD-2423,10008,Done,NGPHD,Operações e Controles,10201,Bug,NULL,NULL,0,0
NGPHD-2433,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,6,6
NGPHD-2434,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,6,5
NGPHD-2435,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,7,0.21
NGPHD-2436,10104,Canceled,NGPHD,Operações e Controles,10200,Story,8,8,10,1
NGPHD-2439,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,9,0.33
NGPHD-2440,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,0.92,0.79
NGPHD-2441,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,0.96,0.04
NGPHD-2442,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,3,0.63
NGPHD-2443,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,3,2
NGPHD-2444,10104,Canceled,NGPHD,Operações e Controles,10200,Story,5,5,11,2
NGPHD-2445,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,7,4
NGPHD-2446,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,8,1
NGPHD-2447,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,11,2
NGPHD-2448,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,10,0
NGPHD-2449,10008,Done,NGPHD,Operações e Controles,10600,Technical Story,5,5,9,2
NGPHD-2450,10008,Done,NGPHD,Operações e Controles,10201,Bug,NULL,NULL,0,0
NGPHD-2452,10008,Done,NGPHD,Operações e Controles,10201,Bug,NULL,NULL,0,0
NGPHD-2459,10008,Done,NGPHD,Operações e Controles,10200,Story,NULL,NULL,35,10
NGPHD-2464,10008,Done,NGPHD,Operações e Controles,10200,Story,13,13,21,8
NGPHD-2466,10008,Done,NGPHD,Operações e Controles,10201,Bug,NULL,NULL,0,0
NGPHD-2469,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,15,6
NGPHD-2471,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,15,0.96
NGPHD-2473,10008,Done,NGPHD,Operações e Controles,10201,Bug,NULL,NULL,0,0
NGPHD-2474,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,14,9
NGPHD-2475,10008,Done,NGPHD,Operações e Controles,10201,Bug,NULL,NULL,0,0
NGPHD-2476,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,6,2
NGPHD-2477,10008,Done,NGPHD,Operações e Controles,10600,Technical Story,NULL,NULL,14,9
NGPHD-2478,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,5,0.04
NGPHD-2480,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,12,1
NGPHD-2489,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,9,4
NGPHD-2495,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,13,2
NGPHD-2498,10008,Done,NGPHD,Operações e Controles,10201,Bug,NULL,NULL,0,0
NGPHD-2499,10008,Done,NGPHD,Operações e Controles,10201,Bug,NULL,NULL,0,0
NGPHD-2503,10008,Done,NGPHD,Operações e Controles,10201,Bug,NULL,NULL,0,0
NGPHD-2504,10008,Done,NGPHD,Operações e Controles,10201,Bug,NULL,NULL,0,0
NGPHD-2505,10008,Done,NGPHD,Operações e Controles,10201,Bug,NULL,NULL,0,0
NGPHD-2507,10008,Done,NGPHD,Operações e Controles,10200,Story,NULL,NULL,21,0
NGPHD-2509,10008,Done,NGPHD,Operações e Controles,10200,Story,NULL,NULL,19,9
NGPHD-2513,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,6,1
NGPHD-2514,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,6,0
NGPHD-2515,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,12,3
NGPHD-2516,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,11,5
NGPHD-2517,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,12,3
NGPHD-2518,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,12,4
NGPHD-2519,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,13,1
NGPHD-2522,10008,Done,NGPHD,Operações e Controles,10200,Story,NULL,NULL,11,7
NGPHD-2524,10008,Done,NGPHD,Operações e Controles,10200,Story,NULL,NULL,13,3
NGPHD-2525,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,6,2
NGPHD-2526,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,6,0.92
NGPHD-2528,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,6,0.96
NGPHD-2529,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,10,4
NGPHD-2530,10008,Done,NGPHD,Operações e Controles,10200,Story,NULL,NULL,12,9
NGPHD-2531,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,6,2
NGPHD-2532,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,9,0
NGPHD-2533,10008,Done,NGPHD,Operações e Controles,10200,Story,NULL,NULL,9,3
NGPHD-2534,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,6,0
NGPHD-2536,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,13,2
NGPHD-2537,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,6,1
NGPHD-2538,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,6,1
NGPHD-2539,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,6,1
NGPHD-2540,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,6,0.92
NGPHD-2541,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,6,1
NGPHD-2542,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,10,1
NGPHD-2543,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,10,1
NGPHD-2544,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,9,3
NGPHD-2545,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,7,0.92
NGPHD-2547,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,12,9
NGPHD-2548,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,9,0.17
NGPHD-2549,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,12,2
NGPHD-2550,10008,Done,NGPHD,Operações e Controles,10600,Technical Story,NULL,NULL,3,0.79
NGPHD-2551,10008,Done,NGPHD,Operações e Controles,10201,Bug,NULL,NULL,0,0
NGPHD-2554,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,12,0
NGPHD-2555,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,12,0
NGPHD-2560,10008,Done,NGPHD,Operações e Controles,10201,Bug,NULL,NULL,0,0
NGPHD-2561,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,9,9
NGPHD-2562,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,10,10
NGPHD-2563,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,11,3
NGPHD-2564,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,0.13,0
NGPHD-2565,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,7,7
NGPHD-2566,10008,Done,NGPHD,Operações e Controles,10200,Story,NULL,NULL,10,2
NGPHD-2567,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,10,2
NGPHD-2568,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,10,2
NGPHD-2569,10008,Done,NGPHD,Operações e Controles,10600,Technical Story,NULL,NULL,10,8
NGPHD-2570,10008,Done,NGPHD,Operações e Controles,10201,Bug,NULL,NULL,0,0
NGPHD-2572,10008,Done,NGPHD,Operações e Controles,10201,Bug,NULL,NULL,0,0
NGPHD-2579,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,2,1
NGPHD-2580,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,5,4
NGPHD-2581,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,5,4
NGPHD-2582,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,4,3
NGPHD-2583,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,4,3
NGPHD-2586,10008,Done,NGPHD,Operações e Controles,10201,Bug,NULL,NULL,0,0
NGPHD-2587,10008,Done,NGPHD,Operações e Controles,10200,Story,NULL,NULL,49,1
NGPHD-2588,10008,Done,NGPHD,Operações e Controles,10201,Bug,NULL,NULL,0,0
NGPHD-2589,10008,Done,NGPHD,Operações e Controles,10200,Story,NULL,NULL,18,7
NGPHD-2591,10008,Done,NGPHD,Operações e Controles,10600,Technical Story,NULL,NULL,19,13
NGPHD-2592,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,6,0.96
NGPHD-2593,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,6,0.83
NGPHD-2594,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,7,0.17
NGPHD-2595,10008,Done,NGPHD,Operações e Controles,10200,Story,NULL,NULL,13,8
NGPHD-2596,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,7,2
NGPHD-2597,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,13,6
NGPHD-2598,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,13,5
NGPHD-2599,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,7,-0.33
NGPHD-2600,10008,Done,NGPHD,Operações e Controles,10200,Story,NULL,NULL,44,3
NGPHD-2617,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,44,3
NGPHD-2618,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,13,1
NGPHD-2624,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,43,0
NGPHD-2626,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,43,0.29
NGPHD-2627,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,20,7
NGPHD-2628,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,25,13
NGPHD-2629,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,29,3
NGPHD-2635,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,43,0
NGPHD-2636,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,43,0
NGPHD-2637,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,42,7
NGPHD-2638,10008,Done,NGPHD,Operações e Controles,10200,Story,NULL,NULL,13,7
NGPHD-2639,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,7,1
NGPHD-2640,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,12,7
NGPHD-2641,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,12,7
NGPHD-2642,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,11,6
NGPHD-2643,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,13,7
NGPHD-2644,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,11,6
NGPHD-2645,10008,Done,NGPHD,Operações e Controles,10201,Bug,NULL,NULL,0,0
NGPHD-2654,10008,Done,NGPHD,Operações e Controles,10200,Story,NULL,NULL,8,7
NGPHD-2656,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,0.13,0
NGPHD-2657,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,2,0.08
NGPHD-2659,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,8,8
NGPHD-2660,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,8,8
NGPHD-2661,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,8,1
NGPHD-2662,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,9,1
NGPHD-2663,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,8,1
NGPHD-2664,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,9,1
NGPHD-2666,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,1,0.92
NGPHD-2667,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,1,0.08
NGPHD-2668,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,6,5
NGPHD-2669,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,14,6
NGPHD-2670,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,3,0.67
NGPHD-2671,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,6,2
NGPHD-2672,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,8,0
NGPHD-2676,10008,Done,NGPHD,Operações e Controles,10600,Technical Story,NULL,NULL,19,3
NGPHD-2680,10008,Done,NGPHD,Operações e Controles,10201,Bug,NULL,NULL,0,0
NGPHD-2683,10008,Done,NGPHD,Operações e Controles,10201,Bug,NULL,NULL,0,0
NGPHD-2684,10008,Done,NGPHD,Operações e Controles,10201,Bug,NULL,NULL,0,0
NGPHD-2686,10008,Done,NGPHD,Operações e Controles,10201,Bug,NULL,NULL,0,0
NGPHD-2690,10008,Done,NGPHD,Operações e Controles,10600,Technical Story,NULL,NULL,26,0
NGPHD-2691,10008,Done,NGPHD,Operações e Controles,10600,Technical Story,NULL,NULL,14,2
NGPHD-2692,10008,Done,NGPHD,Operações e Controles,10201,Bug,NULL,NULL,0,0
NGPHD-2694,10008,Done,NGPHD,Operações e Controles,10200,Story,NULL,NULL,15,6
NGPHD-2695,10008,Done,NGPHD,Operações e Controles,10201,Bug,NULL,NULL,0,0
NGPHD-2696,10008,Done,NGPHD,Operações e Controles,10600,Technical Story,NULL,NULL,12,3
NGPHD-2697,10008,Done,NGPHD,Operações e Controles,10200,Story,NULL,NULL,43,17
NGPHD-2698,10008,Done,NGPHD,Operações e Controles,10600,Technical Story,NULL,NULL,5,0.75
NGPHD-2699,10008,Done,NGPHD,Operações e Controles,10600,Technical Story,NULL,NULL,6,2
NGPHD-2700,10008,Done,NGPHD,Operações e Controles,10600,Technical Story,NULL,NULL,4,1
NGPHD-2701,10008,Done,NGPHD,Operações e Controles,10600,Technical Story,NULL,NULL,4,0.21
NGPHD-2702,10008,Done,NGPHD,Operações e Controles,10201,Bug,NULL,NULL,0,0
NGPHD-2703,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,10,10
NGPHD-2704,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,1,0.67
NGPHD-2705,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,10,2
NGPHD-2706,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,8,6
NGPHD-2707,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,8,5
NGPHD-2708,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,10,1
NGPHD-2716,10008,Done,NGPHD,Operações e Controles,10201,Bug,NULL,NULL,0,0
NGPHD-2722,10008,Done,NGPHD,Operações e Controles,10200,Story,NULL,NULL,18,0.96
NGPHD-2723,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,17,1
NGPHD-2728,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,15,0.17
NGPHD-2730,10008,Done,NGPHD,Operações e Controles,10200,Story,NULL,NULL,30,8
NGPHD-2731,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,22,8
NGPHD-2732,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,22,6
NGPHD-2733,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,22,7
NGPHD-2734,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,15,0.04
NGPHD-2735,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,15,0.08
NGPHD-2736,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,16,1
NGPHD-2737,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,30,3
NGPHD-2738,10008,Done,NGPHD,Operações e Controles,10201,Bug,NULL,NULL,0,0
NGPHD-3025,10008,Done,NGPHD,Operações e Controles,10201,Bug,NULL,NULL,0,0
NGPHD-3028,10008,Done,NGPHD,Operações e Controles,10200,Story,NULL,NULL,11,8
NGPHD-3029,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,8,1
NGPHD-3030,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,2,1
NGPHD-3031,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,11,7
NGPHD-3032,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,11,0
NGPHD-3035,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,9,0.13
NGPHD-3036,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,10,1
NGPHD-3037,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,10,0
NGPHD-3038,10008,Done,NGPHD,Operações e Controles,10600,Technical Story,NULL,NULL,6,5
NGPHD-3040,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,5,3
NGPHD-3048,10008,Done,NGPHD,Operações e Controles,10600,Technical Story,NULL,NULL,344,16
NGPHD-3054,10008,Done,NGPHD,Operações e Controles,10201,Bug,NULL,NULL,0,0
NGPHD-3056,10008,Done,NGPHD,Operações e Controles,10201,Bug,NULL,NULL,0,0
NGPHD-3061,10008,Done,NGPHD,Operações e Controles,10201,Bug,NULL,NULL,0,0
NGPHD-3063,10008,Done,NGPHD,Operações e Controles,10201,Bug,NULL,NULL,0,0
NGPHD-3075,10008,Done,NGPHD,Operações e Controles,10201,Bug,NULL,NULL,0,0
NGPHD-3076,10008,Done,NGPHD,Operações e Controles,10201,Bug,NULL,NULL,0,0
NGPHD-3077,10104,Canceled,NGPHD,Operações e Controles,10200,Story,NULL,NULL,269,263
NGPHD-3080,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,11,8
NGPHD-3082,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,3,1
NGPHD-3083,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,11,7
NGPHD-3084,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,4,1
NGPHD-3085,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,11,7
NGPHD-3086,10008,Done,NGPHD,Operações e Controles,10201,Bug,NULL,NULL,0,0
NGPHD-3087,10008,Done,NGPHD,Operações e Controles,10201,Bug,NULL,NULL,0,0
NGPHD-3088,10008,Done,NGPHD,Operações e Controles,10201,Bug,NULL,NULL,0,0
NGPHD-3089,10008,Done,NGPHD,Operações e Controles,10201,Bug,NULL,NULL,0,0
NGPHD-3091,10008,Done,NGPHD,Operações e Controles,10201,Bug,NULL,NULL,0,0
NGPHD-3092,10008,Done,NGPHD,Operações e Controles,10201,Bug,NULL,NULL,0,0
NGPHD-3097,10008,Done,NGPHD,Operações e Controles,10200,Story,NULL,NULL,31,14
NGPHD-3099,10008,Done,NGPHD,Operações e Controles,10200,Story,NULL,NULL,15,10
NGPHD-3100,10008,Done,NGPHD,Operações e Controles,10200,Story,13,13,26,22
NGPHD-3101,10008,Done,NGPHD,Operações e Controles,10201,Bug,NULL,NULL,0,0
NGPHD-3102,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,2,1
NGPHD-3103,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,2,1
NGPHD-3104,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,8,6
NGPHD-3105,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,8,6
NGPHD-3106,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,4,0.04
NGPHD-3107,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,8,4
NGPHD-3109,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,8,6
NGPHD-3110,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,8,6
NGPHD-3111,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,8,1
NGPHD-3112,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,8,1
NGPHD-3113,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,11,0.5
NGPHD-3114,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,14,3
NGPHD-3115,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,14,3
NGPHD-3116,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,2,1
NGPHD-3117,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,8,6
NGPHD-3119,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,8,5
NGPHD-3120,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,8,1
NGPHD-3121,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,14,3
NGPHD-3122,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,23,12
NGPHD-3123,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,8,0.96
NGPHD-3124,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,10,10
NGPHD-3126,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,24,21
NGPHD-3127,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,24,13
NGPHD-3129,10008,Done,NGPHD,Operações e Controles,10201,Bug,NULL,NULL,0,0
NGPHD-3132,10008,Done,NGPHD,Operações e Controles,10201,Bug,NULL,NULL,0,0
NGPHD-3136,10008,Done,NGPHD,Operações e Controles,10201,Bug,NULL,NULL,0,0
NGPHD-3137,10008,Done,NGPHD,Operações e Controles,10200,Story,NULL,NULL,20,0
NGPHD-3142,10008,Done,NGPHD,Operações e Controles,10200,Story,NULL,NULL,11,7
NGPHD-3144,10008,Done,NGPHD,Operações e Controles,10600,Technical Story,NULL,NULL,0,0
NGPHD-3146,10008,Done,NGPHD,Operações e Controles,10201,Bug,NULL,NULL,0,0
NGPHD-3147,10008,Done,NGPHD,Operações e Controles,10200,Story,NULL,NULL,9,2
NGPHD-3148,10008,Done,NGPHD,Operações e Controles,10200,Story,NULL,NULL,10,2
NGPHD-3149,10008,Done,NGPHD,Operações e Controles,10200,Story,NULL,NULL,8,4
NGPHD-3150,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,11,10
NGPHD-3151,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,11,0
NGPHD-3153,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,8,1
NGPHD-3154,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,8,0
NGPHD-3155,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,10,8
NGPHD-3156,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,9,0.17
NGPHD-3163,10104,Canceled,NGPHD,Operações e Controles,10200,Story,NULL,NULL,228,214
NGPHD-3178,10008,Done,NGPHD,Operações e Controles,10201,Bug,NULL,NULL,0,0
NGPHD-3180,10008,Done,NGPHD,Operações e Controles,10200,Story,NULL,NULL,9,7
NGPHD-3181,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,3,0
NGPHD-3182,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,9,6
NGPHD-3183,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,9,6
NGPHD-3184,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,3,1
NGPHD-3185,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,9,6
NGPHD-3186,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,3,1
NGPHD-3187,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,3,0
NGPHD-3188,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,9,6
NGPHD-3189,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,3,0
NGPHD-3191,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,9,6
NGPHD-3195,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,215,215
NGPHD-3197,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,209,209
NGPHD-3201,10008,Done,NGPHD,Operações e Controles,10103,Task,NULL,NULL,9,9
NGPHD-3212,10008,Done,NGPHD,Operações e Controles,10200,Story,8,8,68,20
NGPHD-3213,10008,Done,NGPHD,Operações e Controles,10200,Story,NULL,NULL,70,9
NGPHD-3223,10008,Done,NGPHD,Operações e Controles,10200,Story,3,3,14,2
NGPHD-3224,10008,Done,NGPHD,Operações e Controles,10200,Story,3,5,35,19
NGPHD-3225,10008,Done,NGPHD,Operações e Controles,10200,Story,2,2,27,14
NGPHD-3226,10008,Done,NGPHD,Operações e Controles,10200,Story,3,2,43,1
NGPHD-3227,10008,Done,NGPHD,Operações e Controles,10200,Story,5,5,28,16
