id,status_id,status_nome,projeto_id,projeto_nome,tipo_id,tipo_nome,first_story_point,last_story_point,lead_time,cycle_time
NGCAD-490,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,0,0
NGCAD-491,10008,Done,NGCAD,Cadastro,10200,Story,1,1,160,42
NGCAD-492,10008,Done,NGCAD,Cadastro,10200,Story,2,2,12,1
NGCAD-495,10008,Done,NGCAD,Cadastro,10200,Story,3,3,16,4
NGCAD-5,10008,Done,NGCAD,Cadastro,10201,Bug,NULL,NULL,326,323
NGCAD-500,10008,Done,NGCAD,Cadastro,10200,Story,2,2,12,0
NGCAD-503,10008,Done,NGCAD,Cadastro,10200,Story,2,2,62,58
NGCAD-506,10008,Done,NGCAD,Cadastro,10200,Story,3,3,10,7
NGCAD-508,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,0.79,0.79
NGCAD-523,10008,Done,NGCAD,Cadastro,10201,Bug,NULL,NULL,190,2
NGCAD-527,10008,Done,NGCAD,Cadastro,10200,Story,3,3,157,36
NGCAD-536,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,2,2
NGCAD-537,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,1,0
NGCAD-539,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,57,57
NGCAD-541,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,0.96,0.96
NGCAD-542,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,3,3
NGCAD-543,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,34,21
NGCAD-544,10008,Done,NGCAD,Cadastro,10200,Story,1,2,214,10
NGCAD-546,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,2,2
NGCAD-547,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,3,3
NGCAD-549,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,4,4
NGCAD-550,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,1,1
NGCAD-552,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,1,1
NGCAD-553,10008,Done,NGCAD,Cadastro,10200,Story,3,3,50,50
NGCAD-554,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,1,1
NGCAD-559,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,1,1
NGCAD-560,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,1,1
NGCAD-561,10008,Done,NGCAD,Cadastro,10200,Story,1,1,49,43
NGCAD-565,10008,Done,NGCAD,Cadastro,10200,Story,5,5,147,141
NGCAD-569,10008,Done,NGCAD,Cadastro,10200,Story,2,2,32,28
NGCAD-571,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,5,5
NGCAD-572,10008,Done,NGCAD,Cadastro,10200,Story,1,1,87,84
NGCAD-573,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,4,4
NGCAD-576,10008,Done,NGCAD,Cadastro,10201,Bug,NULL,NULL,195,190
NGCAD-577,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,26,0.96
NGCAD-578,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,47,2
NGCAD-580,10008,Done,NGCAD,Cadastro,10200,Story,3,3,102,98
NGCAD-585,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,0.96,0.96
NGCAD-586,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,0.96,0.96
NGCAD-587,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,3,3
NGCAD-588,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,4,0.92
NGCAD-595,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,2,2
NGCAD-596,10008,Done,NGCAD,Cadastro,10200,Story,3,3,139,106
NGCAD-597,10008,Done,NGCAD,Cadastro,10200,Story,3,3,139,120
NGCAD-6,10008,Done,NGCAD,Cadastro,10201,Bug,NULL,NULL,326,326
NGCAD-600,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,1,1
NGCAD-601,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,0.96,0.96
NGCAD-602,10008,Done,NGCAD,Cadastro,10200,Story,5,5,135,119
NGCAD-605,10008,Done,NGCAD,Cadastro,10200,Story,5,5,135,108
NGCAD-608,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,1,1
NGCAD-611,10008,Done,NGCAD,Cadastro,10200,Story,3,3,24,4
NGCAD-616,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,12,0
NGCAD-617,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,133,133
NGCAD-618,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,0.96,0.96
NGCAD-622,10008,Done,NGCAD,Cadastro,10200,Story,1,3,35,7
NGCAD-625,10008,Done,NGCAD,Cadastro,10200,Story,3,3,35,6
NGCAD-632,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,0.21,0.21
NGCAD-633,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,2,2
NGCAD-634,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,3,3
NGCAD-637,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,66,64
NGCAD-638,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,0.04,0.04
NGCAD-639,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,3,3
NGCAD-640,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,13,13
NGCAD-641,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,0.96,0.96
NGCAD-642,10008,Done,NGCAD,Cadastro,10200,Story,5,5,198,16
NGCAD-647,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,2,2
NGCAD-648,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,7,3
NGCAD-649,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,0,0
NGCAD-650,10104,Canceled,NGCAD,Cadastro,10201,Bug,NULL,NULL,131,131
NGCAD-652,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,0.08,0.08
NGCAD-653,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,4,4
NGCAD-654,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,1,1
NGCAD-655,10008,Done,NGCAD,Cadastro,10201,Bug,NULL,NULL,28,0.13
NGCAD-658,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,0.96,0.96
NGCAD-659,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,33,33
NGCAD-660,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,0.96,0.96
NGCAD-661,10008,Done,NGCAD,Cadastro,10200,Story,1,1,21,20
NGCAD-664,10008,Done,NGCAD,Cadastro,10200,Story,2,3,21,13
NGCAD-668,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,3,3
NGCAD-669,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,2,2
NGCAD-672,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,115,115
NGCAD-674,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,2,2
NGCAD-675,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,16,16
NGCAD-676,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,0.96,0.96
NGCAD-678,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,0.96,0.96
NGCAD-679,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,0.96,0.96
NGCAD-680,10008,Done,NGCAD,Cadastro,10200,Story,1,1,112,112
NGCAD-681,10008,Done,NGCAD,Cadastro,10200,Story,3,3,17,17
NGCAD-687,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,2,2
NGCAD-688,10008,Done,NGCAD,Cadastro,10201,Bug,NULL,NULL,111,99
NGCAD-690,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,2,2
NGCAD-691,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,1,1
NGCAD-693,10008,Done,NGCAD,Cadastro,10201,Bug,NULL,NULL,9,6
NGCAD-694,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,0.96,0.96
NGCAD-695,10008,Done,NGCAD,Cadastro,10201,Bug,NULL,NULL,107,99
NGCAD-696,10008,Done,NGCAD,Cadastro,10201,Bug,NULL,NULL,107,97
NGCAD-697,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,9,9
NGCAD-698,10008,Done,NGCAD,Cadastro,10201,Bug,NULL,NULL,107,100
NGCAD-699,10008,Done,NGCAD,Cadastro,10201,Bug,NULL,NULL,9,3
NGCAD-7,10008,Done,NGCAD,Cadastro,10201,Bug,NULL,NULL,0,0
NGCAD-700,10008,Done,NGCAD,Cadastro,10201,Bug,NULL,NULL,9,1
NGCAD-701,10008,Done,NGCAD,Cadastro,10201,Bug,NULL,NULL,106,97
NGCAD-702,10008,Done,NGCAD,Cadastro,10201,Bug,NULL,NULL,8,2
NGCAD-703,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,0.96,0.96
NGCAD-705,10008,Done,NGCAD,Cadastro,10200,Story,2,2,0,0
NGCAD-709,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,0.96,0.96
NGCAD-710,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,3,3
NGCAD-711,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,6,6
NGCAD-712,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,6,6
NGCAD-713,10104,Canceled,NGCAD,Cadastro,10200,Story,NULL,NULL,109,89
NGCAD-714,10008,Done,NGCAD,Cadastro,10201,Bug,NULL,NULL,6,2
NGCAD-715,10008,Done,NGCAD,Cadastro,10201,Bug,NULL,NULL,3,1
NGCAD-716,10008,Done,NGCAD,Cadastro,10201,Bug,NULL,NULL,101,97
NGCAD-717,10008,Done,NGCAD,Cadastro,10201,Bug,NULL,NULL,3,2
NGCAD-718,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,9,9
NGCAD-721,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,0.96,0.96
NGCAD-722,10008,Done,NGCAD,Cadastro,10201,Bug,NULL,NULL,2,2
NGCAD-724,10008,Done,NGCAD,Cadastro,10201,Bug,NULL,NULL,100,94
NGCAD-725,10008,Done,NGCAD,Cadastro,10201,Bug,NULL,NULL,2,0
NGCAD-726,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,1,1
NGCAD-727,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,0.96,0.96
NGCAD-728,10008,Done,NGCAD,Cadastro,10200,Story,1,1,4,4
NGCAD-729,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,2,2
NGCAD-730,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,2,2
NGCAD-732,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,0.96,0.96
NGCAD-736,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,0.96,0.96
NGCAD-737,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,30,30
NGCAD-738,10008,Done,NGCAD,Cadastro,10201,Bug,NULL,NULL,92,92
NGCAD-739,10008,Done,NGCAD,Cadastro,10201,Bug,NULL,NULL,92,92
NGCAD-740,10008,Done,NGCAD,Cadastro,10201,Bug,NULL,NULL,92,92
NGCAD-741,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,1,1
NGCAD-742,10008,Done,NGCAD,Cadastro,10201,Bug,NULL,NULL,92,90
NGCAD-743,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,4,4
NGCAD-744,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,0.96,0.96
NGCAD-745,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,4,4
NGCAD-747,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,102,6
NGCAD-748,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,0.96,0.96
NGCAD-749,10008,Done,NGCAD,Cadastro,10201,Bug,NULL,NULL,7,7
NGCAD-750,10008,Done,NGCAD,Cadastro,10201,Bug,NULL,NULL,2,1
NGCAD-751,10008,Done,NGCAD,Cadastro,10201,Bug,NULL,NULL,2,1
NGCAD-752,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,0.96,0.96
NGCAD-754,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,85,85
NGCAD-757,10008,Done,NGCAD,Cadastro,10200,Story,8,8,85,31
NGCAD-759,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,0.96,0.96
NGCAD-760,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,2,2
NGCAD-761,10008,Done,NGCAD,Cadastro,10200,Story,1,1,83,31
NGCAD-762,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,82,82
NGCAD-764,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,0.96,0.96
NGCAD-766,10008,Done,NGCAD,Cadastro,10201,Bug,NULL,NULL,79,78
NGCAD-767,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,0.96,0.96
NGCAD-768,10008,Done,NGCAD,Cadastro,10201,Bug,NULL,NULL,79,78
NGCAD-771,10008,Done,NGCAD,Cadastro,10201,Bug,NULL,NULL,79,78
NGCAD-773,10008,Done,NGCAD,Cadastro,10201,Bug,NULL,NULL,79,78
NGCAD-774,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,0.96,0.96
NGCAD-775,10104,Canceled,NGCAD,Cadastro,10201,Bug,NULL,NULL,111,111
NGCAD-776,10008,Done,NGCAD,Cadastro,10201,Bug,0,0,78,77
NGCAD-783,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,0.96,0.96
NGCAD-784,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,3,2
NGCAD-785,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,0.96,0.96
NGCAD-786,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,73,73
NGCAD-793,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,16,2
NGCAD-794,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,1,1
NGCAD-795,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,2,2
NGCAD-796,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,0.96,0.96
NGCAD-797,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,0.96,0.96
NGCAD-800,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,4,4
NGCAD-801,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,69,69
NGCAD-802,10008,Done,NGCAD,Cadastro,10201,Bug,NULL,NULL,69,69
NGCAD-803,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,65,65
NGCAD-804,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,65,64
NGCAD-806,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,7,7
NGCAD-807,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,6,0
NGCAD-808,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,1,1
NGCAD-812,10008,Done,NGCAD,Cadastro,10200,Story,5,5,98,84
NGCAD-813,10104,Canceled,NGCAD,Cadastro,10200,Story,NULL,NULL,11,9
NGCAD-815,10008,Done,NGCAD,Cadastro,10200,Story,5,5,56,56
NGCAD-833,10008,Done,NGCAD,Cadastro,10200,Story,2,2,32,0
NGCAD-842,10008,Done,NGCAD,Cadastro,10200,Story,5,5,61,50
NGCAD-843,10008,Done,NGCAD,Cadastro,10200,Story,5,5,61,50
NGCAD-844,10008,Done,NGCAD,Cadastro,10200,Story,3,3,56,52
NGCAD-855,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,9,8
NGCAD-856,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,0.58,0.58
NGCAD-857,10008,Done,NGCAD,Cadastro,10200,Story,1,1,0,0
NGCAD-859,10008,Done,NGCAD,Cadastro,10200,Story,5,5,87,87
NGCAD-868,10008,Done,NGCAD,Cadastro,10200,Story,1,1,45,45
NGCAD-870,10008,Done,NGCAD,Cadastro,10200,Story,3,3,43,43
NGCAD-871,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,4,4
NGCAD-873,10008,Done,NGCAD,Cadastro,10200,Story,1,1,43,43
NGCAD-874,10104,Canceled,NGCAD,Cadastro,10201,Bug,NULL,NULL,27,27
NGCAD-885,10008,Done,NGCAD,Cadastro,10201,Bug,NULL,NULL,36,36
NGCAD-886,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,4,4
NGCAD-887,10008,Done,NGCAD,Cadastro,10200,Story,3,3,36,15
NGCAD-888,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,1,1
NGCAD-892,10008,Done,NGCAD,Cadastro,10200,Story,1,1,34,31
NGCAD-9,10008,Done,NGCAD,Cadastro,10103,Task,NULL,NULL,0.21,0.21
NGCAD-903,10008,Done,NGCAD,Cadastro,10201,Bug,NULL,NULL,54,3
NGCAD-905,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,1,1
NGCAD-906,10008,Done,NGCAD,Cadastro,10200,Story,2,2,29,29
NGCAD-907,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,0.33,0.29
NGCAD-908,10008,Done,NGCAD,Cadastro,10200,Story,2,2,28,28
NGCAD-910,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,0.79,0.79
NGCAD-911,10008,Done,NGCAD,Cadastro,10201,Bug,NULL,NULL,23,23
NGCAD-920,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,0.88,0.88
NGCAD-921,10008,Done,NGCAD,Cadastro,10201,Bug,NULL,NULL,12,12
NGCAD-922,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,2,2
NGCAD-923,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,2,2
NGCAD-926,10008,Done,NGCAD,Cadastro,10201,Bug,NULL,NULL,15,3
NGCAD-927,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,4,4
NGCAD-928,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,2,2
NGCAD-931,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,8,8
NGCAD-936,10008,Done,NGCAD,Cadastro,10201,Bug,NULL,NULL,1,1
NGCAD-937,10008,Done,NGCAD,Cadastro,10200,Story,1,2,8,6
NGCAD-938,10008,Done,NGCAD,Cadastro,10200,Story,3,3,8,7
NGCAD-939,10104,Canceled,NGCAD,Cadastro,10200,Story,NULL,NULL,27,27
NGCAD-942,10008,Done,NGCAD,Cadastro,10201,Bug,NULL,NULL,0.08,0.08
NGCAD-944,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,1,1
NGCAD-946,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,0.04,0.04
NGCAD-948,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,6,6
NGCAD-951,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,31,7
NGCAD-952,10008,Done,NGCAD,Cadastro,10200,Story,1,1,19,19
NGCAD-954,10008,Done,NGCAD,Cadastro,10201,Bug,NULL,NULL,15,5
NGCAD-955,10008,Done,NGCAD,Cadastro,10201,Bug,NULL,NULL,42,3
NGCAD-956,10008,Done,NGCAD,Cadastro,10200,Story,NULL,NULL,43,36
NGCAD-965,10008,Done,NGCAD,Cadastro,10600,Technical Story,NULL,NULL,2,2
NGCAD-967,10008,Done,NGCAD,Cadastro,10600,Technical Story,NULL,NULL,49,49
NGCAD-968,10008,Done,NGCAD,Cadastro,10600,Technical Story,3,3,29,29
NGCAD-969,10008,Done,NGCAD,Cadastro,10600,Technical Story,NULL,NULL,1,1
NGCAD-970,10008,Done,NGCAD,Cadastro,10600,Technical Story,NULL,NULL,187,152
NGCAD-977,10008,Done,NGCAD,Cadastro,10600,Technical Story,NULL,NULL,181,134
NGCC-104,10008,Done,NGCC,Compliance,10200,Story,5,5,36,0
NGCC-105,10008,Done,NGCC,Compliance,10200,Story,3,3,2,0
NGCC-118,10008,Done,NGCC,Compliance,10200,Story,2,2,0,0
NGCC-126,10008,Done,NGCC,Compliance,10200,Story,2,2,0,0
NGCC-128,10008,Done,NGCC,Compliance,10200,Story,1,1,9,0
NGCC-20,10008,Done,NGCC,Compliance,10200,Story,8,8,14,5
NGCC-3,10008,Done,NGCC,Compliance,10200,Story,5,5,33,7
NGCC-4,10008,Done,NGCC,Compliance,10200,Story,5,5,33,11
NGCC-53,10104,Canceled,NGCC,Compliance,10200,Story,3,NULL,99,62
NGCC-66,10008,Done,NGCC,Compliance,10200,Story,3,3,27,27
NGCC-67,10104,Canceled,NGCC,Compliance,10200,Story,3,3,12,1
NGCC-68,10008,Done,NGCC,Compliance,10200,Story,3,3,22,14
NGCC-69,10008,Done,NGCC,Compliance,10200,Story,3,3,3,3
NGCC-70,10008,Done,NGCC,Compliance,10200,Story,5,5,22,1
NGCC-78,10008,Done,NGCC,Compliance,10200,Story,2,2,0.25,0.04
NGCC-79,10008,Done,NGCC,Compliance,10200,Story,3,3,10,0
NGCC-85,10008,Done,NGCC,Compliance,10200,Story,5,5,52,48
NGCC-86,10008,Done,NGCC,Compliance,10200,Story,5,5,7,7
NGCC-89,10008,Done,NGCC,Compliance,10200,Story,3,3,3,0
NGCC-90,10008,Done,NGCC,Compliance,10200,Story,2,2,0.33,0
NGCC-92,10008,Done,NGCC,Compliance,10200,Story,3,3,20,4
NGCC-98,10008,Done,NGCC,Compliance,10200,Story,3,3,6,0
NGFDI-1034,10008,Done,NGFDI,Fundos de Investimentos,10201,Bug,NULL,NULL,0,0
NGFDI-1035,10008,Done,NGFDI,Fundos de Investimentos,10600,Technical Story,3,3,11,0.88
NGFDI-1037,10008,Done,NGFDI,Fundos de Investimentos,10201,Bug,NULL,NULL,0,0
NGFDI-1038,10008,Done,NGFDI,Fundos de Investimentos,10201,Bug,5,5,0,0
NGFDI-1039,10008,Done,NGFDI,Fundos de Investimentos,10200,Story,3,3,11,10
NGFDI-1040,10008,Done,NGFDI,Fundos de Investimentos,10200,Story,3,3,11,9
NGFDI-1042,10008,Done,NGFDI,Fundos de Investimentos,10200,Story,3,3,11,2
NGFDI-1043,10008,Done,NGFDI,Fundos de Investimentos,10200,Story,3,5,11,2
NGFDI-1046,10008,Done,NGFDI,Fundos de Investimentos,10200,Story,3,3,11,7
NGFDI-1047,10008,Done,NGFDI,Fundos de Investimentos,10200,Story,5,5,10,3
NGFDI-1054,10008,Done,NGFDI,Fundos de Investimentos,10201,Bug,2,2,0,0
NGFDI-1055,10008,Done,NGFDI,Fundos de Investimentos,10600,Technical Story,5,5,9,1
NGFDI-1057,10008,Done,NGFDI,Fundos de Investimentos,10201,Bug,2,2,0,0
NGFDI-1058,10008,Done,NGFDI,Fundos de Investimentos,10200,Story,3,5,9,4
NGFDI-1061,10008,Done,NGFDI,Fundos de Investimentos,10201,Bug,NULL,NULL,0,0
NGFDI-1062,10008,Done,NGFDI,Fundos de Investimentos,10201,Bug,NULL,NULL,0,0
NGFDI-1063,10008,Done,NGFDI,Fundos de Investimentos,10201,Bug,NULL,NULL,0,0
NGFDI-1064,10008,Done,NGFDI,Fundos de Investimentos,10201,Bug,NULL,NULL,0,0
NGFDI-1072,10008,Done,NGFDI,Fundos de Investimentos,10200,Story,21,13,144,21
NGFDI-1073,10008,Done,NGFDI,Fundos de Investimentos,10200,Story,5,3,104,7
NGFDI-1074,10008,Done,NGFDI,Fundos de Investimentos,10200,Story,5,3,104,7
NGFDI-1076,10008,Done,NGFDI,Fundos de Investimentos,10201,Bug,3,3,0,0
NGFDI-1078,10008,Done,NGFDI,Fundos de Investimentos,10200,Story,13,13,13,8
NGFDI-1123,10008,Done,NGFDI,Fundos de Investimentos,10201,Bug,2,2,0,0
NGFDI-1124,10008,Done,NGFDI,Fundos de Investimentos,10201,Bug,3,3,0,0
NGFDI-1126,10008,Done,NGFDI,Fundos de Investimentos,10200,Story,8,8,10,7
NGFDI-1127,10008,Done,NGFDI,Fundos de Investimentos,10201,Bug,NULL,NULL,0,0
NGFDI-1128,10008,Done,NGFDI,Fundos de Investimentos,10201,Bug,NULL,NULL,0,0
NGFDI-1139,10008,Done,NGFDI,Fundos de Investimentos,10600,Technical Story,5,13,30,23
NGFDI-1140,10008,Done,NGFDI,Fundos de Investimentos,10600,Technical Story,5,5,100,0.33
NGFDI-1142,10008,Done,NGFDI,Fundos de Investimentos,10600,Technical Story,5,5,100,0.33
NGFDI-1152,10008,Done,NGFDI,Fundos de Investimentos,10600,Technical Story,NULL,NULL,72,1
NGFDI-1164,10008,Done,NGFDI,Fundos de Investimentos,10201,Bug,21,21,0,0
NGFDI-1165,10008,Done,NGFDI,Fundos de Investimentos,10201,Bug,2,2,0,0
NGFDI-1171,10008,Done,NGFDI,Fundos de Investimentos,10201,Bug,2,2,0,0
NGFDI-1175,10008,Done,NGFDI,Fundos de Investimentos,10201,Bug,NULL,NULL,0,0
NGFDI-1176,10008,Done,NGFDI,Fundos de Investimentos,10201,Bug,NULL,NULL,0,0
NGFDI-1179,10008,Done,NGFDI,Fundos de Investimentos,10201,Bug,3,3,0,0
NGFDI-1181,10008,Done,NGFDI,Fundos de Investimentos,10201,Bug,3,3,0,0
NGFDI-1182,10008,Done,NGFDI,Fundos de Investimentos,10201,Bug,0,0,0,0
NGFDI-1190,10008,Done,NGFDI,Fundos de Investimentos,10201,Bug,2,2,0,0
NGFDI-1191,10008,Done,NGFDI,Fundos de Investimentos,10201,Bug,1,1,0,0
NGFDI-1192,10008,Done,NGFDI,Fundos de Investimentos,10201,Bug,3,3,0,0
NGFDI-1193,10008,Done,NGFDI,Fundos de Investimentos,10200,Story,8,10,19,15
NGFDI-1195,10008,Done,NGFDI,Fundos de Investimentos,10201,Bug,NULL,NULL,0,0
NGFDI-1199,10008,Done,NGFDI,Fundos de Investimentos,10201,Bug,20,20,0,0
NGFDI-1200,10008,Done,NGFDI,Fundos de Investimentos,10201,Bug,3,3,0,0
NGFDI-1202,10008,Done,NGFDI,Fundos de Investimentos,10200,Story,3,3,8,1
NGFDI-1203,10008,Done,NGFDI,Fundos de Investimentos,10201,Bug,3,3,0,0
NGFDI-1206,10008,Done,NGFDI,Fundos de Investimentos,10600,Technical Story,NULL,NULL,0,0
NGFDI-1209,10008,Done,NGFDI,Fundos de Investimentos,10201,Bug,3,3,0,0
NGFDI-1211,10008,Done,NGFDI,Fundos de Investimentos,10201,Bug,3,3,0,0
NGFDI-1212,10008,Done,NGFDI,Fundos de Investimentos,10103,Task,12,12,9,6
NGFDI-1213,10008,Done,NGFDI,Fundos de Investimentos,10103,Task,4,4,3,2
NGFDI-1214,10008,Done,NGFDI,Fundos de Investimentos,10103,Task,10,10,8,7
NGFDI-1217,10008,Done,NGFDI,Fundos de Investimentos,10201,Bug,5,3,0,0
NGFDI-1218,10008,Done,NGFDI,Fundos de Investimentos,10201,Bug,5,5,0,0
NGFDI-1219,10008,Done,NGFDI,Fundos de Investimentos,10201,Bug,NULL,NULL,0,0
NGFDI-1220,10008,Done,NGFDI,Fundos de Investimentos,10600,Technical Story,NULL,NULL,1,0.38
NGFDI-1221,10008,Done,NGFDI,Fundos de Investimentos,10201,Bug,3,3,0,0
NGFDI-1224,10008,Done,NGFDI,Fundos de Investimentos,10600,Technical Story,3,3,3,3
NGFDI-1225,10008,Done,NGFDI,Fundos de Investimentos,10201,Bug,3,3,0,0
